State,Age,Gender,Price
MS,64,M,697.14
MT,18,F,172.66
MT,19,F,176.19
MT,20,F,179.71
MT,21,F,183.24
MT,22,F,186.76
MT,23,F,190.29
MT,24,F,193.81
MT,25,F,197.34
MT,26,F,199.87
MT,27,F,202.40
MT,28,F,204.92
MT,29,F,207.45
MT,30,F,209.98
MT,31,F,212.51
MT,32,F,215.04
MT,33,F,217.56
MT,34,F,220.09
MT,35,F,222.62
MT,36,F,230.96
MT,37,F,239.31
MT,38,F,247.65
MT,39,F,256.00
MT,40,F,264.34
MT,41,F,272.68
MT,42,F,281.03
MT,43,F,289.37
MT,44,F,297.72
MT,45,F,306.06
MT,46,F,321.91
MT,47,F,337.75
MT,48,F,353.60
MT,49,F,369.44
MT,50,F,385.29
MT,51,F,401.14
MT,52,F,416.98
MT,53,F,432.83
MT,54,F,448.67
MT,55,F,464.52
MT,56,F,479.61
MT,57,F,494.71
MT,58,F,509.80
MT,59,F,524.90
MT,60,F,539.99
MT,61,F,555.09
MT,62,F,570.18
MT,63,F,585.28
MT,64,F,600.37
MT,18,M,172.66
MT,19,M,175.76
MT,20,M,178.85
MT,21,M,181.95
MT,22,M,185.05
MT,23,M,188.15
MT,24,M,191.24
MT,25,M,194.34
MT,26,M,197.17
MT,27,M,200.00
MT,28,M,202.82
MT,29,M,205.65
MT,30,M,208.48
MT,31,M,211.31
MT,32,M,214.14
MT,33,M,216.96
MT,34,M,219.79
MT,35,M,222.62
MT,36,M,230.96
MT,37,M,239.31
MT,38,M,247.65
MT,39,M,256.00
MT,40,M,264.34
MT,41,M,272.68
MT,42,M,281.03
MT,43,M,289.37
MT,44,M,297.72
MT,45,M,306.06
MT,46,M,321.91
MT,47,M,337.75
MT,48,M,353.60
MT,49,M,369.44
MT,50,M,385.29
MT,51,M,401.14
MT,52,M,416.98
MT,53,M,432.83
MT,54,M,448.67
MT,55,M,464.52
MT,56,M,479.61
MT,57,M,494.71
MT,58,M,509.80
MT,59,M,524.90
MT,60,M,539.99
MT,61,M,555.09
MT,62,M,570.18
MT,63,M,585.28
MT,64,M,600.37
NE,18,F,190.57
NE,19,F,196.94
NE,20,F,203.31
NE,21,F,209.68
NE,22,F,216.05
NE,23,F,222.42
NE,24,F,228.79
NE,25,F,235.16
NE,26,F,237.03
NE,27,F,238.91
NE,28,F,240.78
NE,29,F,242.65
NE,30,F,244.52
NE,31,F,246.40
NE,32,F,248.27
NE,33,F,250.14
NE,34,F,252.02
NE,35,F,253.89
NE,36,F,259.58
NE,37,F,265.27
NE,38,F,270.96
NE,39,F,276.65
NE,40,F,282.34
NE,41,F,288.02
NE,42,F,293.71
NE,43,F,299.40
NE,44,F,305.09
NE,45,F,310.78
NE,46,F,322.39
NE,47,F,334.00
NE,48,F,345.62
NE,49,F,357.23
NE,50,F,368.84
NE,51,F,380.45
NE,52,F,392.06
NE,53,F,403.68
NE,54,F,415.29
NE,55,F,426.90
NE,56,F,438.28
NE,57,F,449.65
NE,58,F,461.03
NE,59,F,472.41
NE,60,F,483.78
NE,61,F,495.16
NE,62,F,506.54
NE,63,F,517.91
NE,64,F,529.29
NE,18,M,158.82
NE,19,M,158.82
NE,20,M,158.82
NE,21,M,158.82
NE,22,M,158.82
NE,23,M,158.82
NE,24,M,158.82
NE,25,M,158.82
NE,26,M,162.76
NE,27,M,166.70
NE,28,M,170.65
NE,29,M,174.59
NE,30,M,178.53
NE,31,M,182.47
NE,32,M,186.41
NE,33,M,190.36
NE,34,M,194.30
NE,35,M,198.24
NE,36,M,209.71
NE,37,M,221.17
NE,38,M,232.64
NE,39,M,244.11
NE,40,M,255.58
NE,41,M,267.04
NE,42,M,278.51
NE,43,M,289.98
NE,44,M,301.44
NE,45,M,312.91
NE,46,M,334.28
NE,47,M,355.65
NE,48,M,377.02
NE,49,M,398.39
NE,50,M,419.76
NE,51,M,441.12
NE,52,M,462.49
NE,53,M,483.86
NE,54,M,505.23
NE,55,M,526.60
NE,56,M,545.55
NE,57,M,564.50
NE,58,M,583.45
NE,59,M,602.40
NE,60,M,621.34
NE,61,M,640.29
NE,62,M,659.24
NE,63,M,678.19
NE,64,M,697.14
NV,18,F,177.83
NV,19,F,184.20
NV,20,F,190.57
NV,21,F,196.94
NV,22,F,203.31
NV,23,F,209.68
NV,24,F,216.05
NV,25,F,222.42
NV,26,F,224.29
NV,27,F,226.17
NV,28,F,228.04
NV,29,F,229.91
NV,30,F,231.79
NV,31,F,233.66
NV,32,F,235.53
NV,33,F,237.40
NV,34,F,239.28
NV,35,F,241.15
NV,36,F,246.31
NV,37,F,251.48
NV,38,F,256.64
NV,39,F,261.81
NV,40,F,266.97
NV,41,F,272.13
NV,42,F,277.30
NV,43,F,282.46
NV,44,F,287.63
NV,45,F,292.79
NV,46,F,304.93
NV,47,F,317.06
NV,48,F,329.20
NV,49,F,341.34
NV,50,F,353.48
NV,51,F,365.61
NV,52,F,377.75
NV,53,F,389.89
NV,54,F,402.02
NV,55,F,414.16
NV,56,F,425.54
NV,57,F,436.91
NV,58,F,448.29
NV,59,F,459.67
NV,60,F,471.04
NV,61,F,482.42
NV,62,F,493.80
NV,63,F,505.17
NV,64,F,516.55
NV,18,M,146.08
NV,19,M,146.08
NV,20,M,146.08
NV,21,M,146.08
NV,22,M,146.08
NV,23,M,146.08
NV,24,M,146.08
NV,25,M,146.08
NV,26,M,150.02
NV,27,M,153.96
NV,28,M,157.91
NV,29,M,161.85
NV,30,M,165.79
NV,31,M,169.73
NV,32,M,173.67
NV,33,M,177.62
NV,34,M,181.56
NV,35,M,185.50
NV,36,M,196.75
NV,37,M,208.01
NV,38,M,219.26
NV,39,M,230.52
NV,40,M,241.77
NV,41,M,253.02
NV,42,M,264.28
NV,43,M,275.53
NV,44,M,286.79
NV,45,M,298.04
NV,46,M,317.60
NV,47,M,337.16
NV,48,M,356.72
NV,49,M,376.28
NV,50,M,395.85
NV,51,M,415.41
NV,52,M,434.97
NV,53,M,454.53
NV,54,M,474.09
NV,55,M,493.65
NV,56,M,514.84
NV,57,M,536.04
NV,58,M,557.23
NV,59,M,578.43
NV,60,M,599.62
NV,61,M,620.82
NV,62,M,642.01
NV,63,M,663.21
NV,64,M,684.40
OK,18,F,190.57
OK,19,F,196.94
OK,20,F,203.31
OK,21,F,209.68
OK,22,F,216.05
OK,23,F,222.42
OK,24,F,228.79
OK,25,F,235.16
OK,26,F,237.03
OK,27,F,238.91
OK,28,F,240.78
OK,29,F,242.65
OK,30,F,244.52
OK,31,F,246.40
OK,32,F,248.27
OK,33,F,250.14
OK,34,F,252.02
OK,35,F,253.89
OK,36,F,259.58
OK,37,F,265.27
OK,38,F,270.96
OK,39,F,276.65
OK,40,F,282.34
OK,41,F,288.02
OK,42,F,293.71
OK,43,F,299.40
OK,44,F,305.09
OK,45,F,310.78
OK,46,F,322.39
OK,47,F,334.00
OK,48,F,345.62
OK,49,F,357.23
OK,50,F,368.84
OK,51,F,380.45
OK,52,F,392.06
OK,53,F,403.68
OK,54,F,415.29
OK,55,F,426.90
OK,56,F,438.28
OK,57,F,449.65
OK,58,F,461.03
OK,59,F,472.41
OK,60,F,483.78
OK,61,F,495.16
OK,62,F,506.54
OK,63,F,517.91
OK,64,F,529.29
OK,18,M,158.82
OK,19,M,158.82
OK,20,M,158.82
OK,21,M,158.82
OK,22,M,158.82
OK,23,M,158.82
OK,24,M,158.82
OK,25,M,158.82
OK,26,M,162.76
OK,27,M,166.70
OK,28,M,170.65
OK,29,M,174.59
OK,30,M,178.53
OK,31,M,182.47
OK,32,M,186.41
OK,33,M,190.36
OK,34,M,194.30
OK,35,M,198.24
OK,36,M,209.71
OK,37,M,221.17
OK,38,M,232.64
OK,39,M,244.11
OK,40,M,255.58
OK,41,M,267.04
OK,42,M,278.51
OK,43,M,289.98
OK,44,M,301.44
OK,45,M,312.91
OK,46,M,334.28
OK,47,M,355.65
OK,48,M,377.02
OK,49,M,398.39
OK,50,M,419.76
OK,51,M,441.12
OK,52,M,462.49
OK,53,M,483.86
OK,54,M,505.23
OK,55,M,526.60
OK,56,M,545.55
OK,57,M,564.50
OK,58,M,583.45
OK,59,M,602.40
OK,60,M,621.34
OK,61,M,640.29
OK,62,M,659.24
OK,63,M,678.19
OK,64,M,697.14
TN,18,F,190.57
TN,19,F,196.94
TN,20,F,203.31
TN,21,F,209.68
TN,22,F,216.05
TN,23,F,222.42
TN,24,F,228.79
TN,25,F,235.16
TN,26,F,237.03
TN,27,F,238.91
TN,28,F,240.78
TN,29,F,242.65
TN,30,F,244.52
TN,31,F,246.40
TN,32,F,248.27
TN,33,F,250.14
TN,34,F,252.02
TN,35,F,253.89
TN,36,F,259.58
TN,37,F,265.27
TN,38,F,270.96
TN,39,F,276.65
TN,40,F,282.34
TN,41,F,288.02
TN,42,F,293.71
TN,43,F,299.40
TN,44,F,305.09
TN,45,F,310.78
TN,46,F,322.39
TN,47,F,334.00
TN,48,F,345.62
TN,49,F,357.23
TN,50,F,368.84
TN,51,F,380.45
TN,52,F,392.06
TN,53,F,403.68
TN,54,F,415.29
TN,55,F,426.90
TN,56,F,438.28
TN,57,F,449.65
TN,58,F,461.03
TN,59,F,472.41
TN,60,F,483.78
TN,61,F,495.16
TN,62,F,506.54
TN,63,F,517.91
TN,64,F,529.29
TN,18,M,158.82
TN,19,M,158.82
TN,20,M,158.82
TN,21,M,158.82
TN,22,M,158.82
TN,23,M,158.82
TN,24,M,158.82
TN,25,M,158.82
TN,26,M,162.76
TN,27,M,166.70
TN,28,M,170.65
TN,29,M,174.59
TN,30,M,178.53
TN,31,M,182.47
TN,32,M,186.41
TN,33,M,190.36
TN,34,M,194.30
TN,35,M,198.24
TN,36,M,209.71
TN,37,M,221.17
TN,38,M,232.64
TN,39,M,244.11
TN,40,M,255.58
TN,41,M,267.04
TN,42,M,278.51
TN,43,M,289.98
TN,44,M,301.44
TN,45,M,312.91
TN,46,M,334.28
TN,47,M,355.65
TN,48,M,377.02
TN,49,M,398.39
TN,50,M,419.76
TN,51,M,441.12
TN,52,M,462.49
TN,53,M,483.86
TN,54,M,505.23
TN,55,M,526.60
TN,56,M,545.55
TN,57,M,564.50
TN,58,M,583.45
TN,59,M,602.40
TN,60,M,621.34
TN,61,M,640.29
TN,62,M,659.24
TN,63,M,678.19
TN,64,M,697.14
TX,18,F,204.21
TX,19,F,211.15
TX,20,F,218.10
TX,21,F,225.04
TX,22,F,231.98
TX,23,F,238.92
TX,24,F,245.87
TX,25,F,252.81
TX,26,F,254.85
TX,27,F,256.89
TX,28,F,258.93
TX,29,F,260.97
TX,30,F,263.02
TX,31,F,265.06
TX,32,F,267.10
TX,33,F,269.14
TX,34,F,271.18
TX,35,F,273.22
TX,36,F,279.42
TX,37,F,285.62
TX,38,F,291.82
TX,39,F,298.02
TX,40,F,304.23
TX,41,F,310.43
TX,42,F,316.63
TX,43,F,322.83
TX,44,F,329.03
TX,45,F,335.23
TX,46,F,347.75
TX,47,F,360.28
TX,48,F,372.80
TX,49,F,385.32
TX,50,F,397.85
TX,51,F,410.37
TX,52,F,422.89
TX,53,F,435.41
TX,54,F,447.94
TX,55,F,460.46
TX,56,F,472.71
TX,57,F,484.96
TX,58,F,497.21
TX,59,F,509.46
TX,60,F,521.71
TX,61,F,533.96
TX,62,F,546.21
TX,63,F,558.46
TX,64,F,570.71
TX,18,M,169.06
TX,19,M,169.06
TX,20,M,169.06
TX,21,M,169.06
TX,22,M,169.06
TX,23,M,169.06
TX,24,M,169.06
TX,25,M,169.06
TX,26,M,173.36
TX,27,M,177.65
TX,28,M,181.95
TX,29,M,186.25
TX,30,M,190.55
TX,31,M,194.84
TX,32,M,199.14
TX,33,M,203.44
TX,34,M,207.73
TX,35,M,212.03
TX,36,M,224.53
TX,37,M,237.03
TX,38,M,249.53
TX,39,M,262.03
TX,40,M,274.53
TX,41,M,287.02
TX,42,M,299.52
TX,43,M,312.02
TX,44,M,324.52
TX,45,M,337.02
TX,46,M,360.13
TX,47,M,383.24
TX,48,M,406.36
TX,49,M,429.47
TX,50,M,452.58
TX,51,M,475.69
TX,52,M,498.80
TX,53,M,521.92
TX,54,M,545.03
TX,55,M,568.14
TX,56,M,588.49
TX,57,M,608.85
TX,58,M,629.20
TX,59,M,649.56
TX,60,M,669.91
TX,61,M,690.27
TX,62,M,710.62
TX,63,M,730.98
TX,64,M,751.33
UT,18,F,146.74
UT,19,F,146.74
UT,20,F,146.74
UT,21,F,146.74
UT,22,F,146.74
UT,23,F,146.74
UT,24,F,146.74
UT,25,F,146.74
UT,26,F,156.30
UT,27,F,165.85
UT,28,F,175.41
UT,29,F,184.96
UT,30,F,194.52
UT,31,F,204.07
UT,32,F,213.63
UT,33,F,223.18
UT,34,F,232.73
UT,35,F,242.29
UT,36,F,247.98
UT,37,F,253.67
UT,38,F,259.36
UT,39,F,265.05
UT,40,F,270.74
UT,41,F,276.43
UT,42,F,282.12
UT,43,F,287.81
UT,44,F,293.50
UT,45,F,299.19
UT,46,F,310.80
UT,47,F,322.41
UT,48,F,334.03
UT,49,F,345.64
UT,50,F,357.25
UT,51,F,368.86
UT,52,F,380.47
UT,53,F,392.09
UT,54,F,403.70
UT,55,F,415.31
UT,56,F,426.69
UT,57,F,438.06
UT,58,F,449.44
UT,59,F,460.82
UT,60,F,472.19
UT,61,F,483.57
UT,62,F,494.95
UT,63,F,506.32
UT,64,F,517.70
UT,18,M,146.74
UT,19,M,151.35
UT,20,M,155.95
UT,21,M,160.56
UT,22,M,165.16
UT,23,M,169.77
UT,24,M,174.37
UT,25,M,178.98
UT,26,M,179.70
UT,27,M,180.41
UT,28,M,181.13
UT,29,M,181.85
UT,30,M,182.57
UT,31,M,183.28
UT,32,M,184.00
UT,33,M,184.72
UT,34,M,185.43
UT,35,M,186.15
UT,36,M,197.62
UT,37,M,209.09
UT,38,M,220.55
UT,39,M,232.02
UT,40,M,243.49
UT,41,M,254.96
UT,42,M,266.43
UT,43,M,277.89
UT,44,M,289.36
UT,45,M,300.83
UT,46,M,322.20
UT,47,M,343.57
UT,48,M,364.93
UT,49,M,386.30
UT,50,M,407.67
UT,51,M,429.04
UT,52,M,450.41
UT,53,M,471.77
UT,54,M,493.14
UT,55,M,514.51
UT,56,M,533.46
UT,57,M,552.41
UT,58,M,571.36
UT,59,M,590.31
UT,60,M,609.25
UT,61,M,628.20
UT,62,M,647.15
UT,63,M,666.10
UT,64,M,685.05
VA,18,F,190.57
VA,19,F,196.94
VA,20,F,203.31
VA,21,F,209.68
VA,22,F,216.05
VA,23,F,222.42
VA,24,F,228.79
VA,25,F,235.16
VA,26,F,237.03
VA,27,F,238.91
VA,28,F,240.78
VA,29,F,242.65
VA,30,F,244.52
VA,31,F,246.40
VA,32,F,248.27
VA,33,F,250.14
VA,34,F,252.02
VA,35,F,253.89
VA,36,F,259.58
VA,37,F,265.27
VA,38,F,270.96
VA,39,F,276.65
VA,40,F,282.34
VA,41,F,288.02
VA,42,F,293.71
VA,43,F,299.40
VA,44,F,305.09
VA,45,F,310.78
VA,46,F,322.39
VA,47,F,334.00
VA,48,F,345.62
VA,49,F,357.23
VA,50,F,368.84
VA,51,F,380.45
VA,52,F,392.06
VA,53,F,403.68
VA,54,F,415.29
VA,55,F,426.90
VA,56,F,438.28
VA,57,F,449.65
VA,58,F,461.03
VA,59,F,472.41
VA,60,F,483.78
VA,61,F,495.16
VA,62,F,506.54
VA,63,F,517.91
VA,64,F,529.29
VA,18,M,158.82
VA,19,M,158.82
VA,20,M,158.82
VA,21,M,158.82
VA,22,M,158.82
VA,23,M,158.82
VA,24,M,158.82
VA,25,M,158.82
VA,26,M,162.76
VA,27,M,166.70
VA,28,M,170.65
VA,29,M,174.59
VA,30,M,178.53
VA,31,M,182.47
VA,32,M,186.41
VA,33,M,190.36
VA,34,M,194.30
VA,35,M,198.24
VA,36,M,209.71
VA,37,M,221.17
VA,38,M,232.64
VA,39,M,244.11
VA,40,M,255.58
VA,41,M,267.04
VA,42,M,278.51
VA,43,M,289.98
VA,44,M,301.44
VA,45,M,312.91
VA,46,M,334.28
VA,47,M,355.65
VA,48,M,377.02
VA,49,M,398.39
VA,50,M,419.76
VA,51,M,441.12
VA,52,M,462.49
VA,53,M,483.86
VA,54,M,505.23
VA,55,M,526.60
VA,56,M,545.55
VA,57,M,564.50
VA,58,M,583.45
VA,59,M,602.40
VA,60,M,621.34
VA,61,M,640.29
VA,62,M,659.24
VA,63,M,678.19
VA,64,M,697.14
WI,18,F,190.57
WI,19,F,196.94
WI,20,F,203.31
WI,21,F,209.68
WI,22,F,216.05
WI,23,F,222.42
WI,24,F,228.79
WI,25,F,235.16
WI,26,F,237.03
WI,27,F,238.91
WI,28,F,240.78
WI,29,F,242.65
WI,30,F,244.52
WI,31,F,246.40
WI,32,F,248.27
WI,33,F,250.14
WI,34,F,252.02
WI,35,F,253.89
WI,36,F,259.58
WI,37,F,265.27
WI,38,F,270.96
WI,39,F,276.65
WI,40,F,282.34
WI,41,F,288.02
WI,42,F,293.71
WI,43,F,299.40
WI,44,F,305.09
WI,45,F,310.78
WI,46,F,322.39
WI,47,F,334.00
WI,48,F,345.62
WI,49,F,357.23
WI,50,F,368.84
WI,51,F,380.45
WI,52,F,392.06
WI,53,F,403.68
WI,54,F,415.29
WI,55,F,426.90
WI,56,F,438.28
WI,57,F,449.65
WI,58,F,461.03
WI,59,F,472.41
WI,60,F,483.78
WI,61,F,495.16
WI,62,F,506.54
WI,63,F,517.91
WI,64,F,529.29
WI,18,M,158.82
WI,19,M,158.82
WI,20,M,158.82
WI,21,M,158.82
WI,22,M,158.82
WI,23,M,158.82
WI,24,M,158.82
WI,25,M,158.82
WI,26,M,162.76
WI,27,M,166.70
WI,28,M,170.65
WI,29,M,174.59
WI,30,M,178.53
WI,31,M,182.47
WI,32,M,186.41
WI,33,M,190.36
WI,34,M,194.30
WI,35,M,198.24
WI,36,M,209.71
WI,37,M,221.17
WI,38,M,232.64
WI,39,M,244.11
WI,40,M,255.58
WI,41,M,267.04
WI,42,M,278.51
WI,43,M,289.98
WI,44,M,301.44
WI,45,M,312.91
WI,46,M,334.28
WI,47,M,355.65
WI,48,M,377.02
WI,49,M,398.39
WI,50,M,419.76
WI,51,M,441.12
WI,52,M,462.49
WI,53,M,483.86
WI,54,M,505.23
WI,55,M,526.60
WI,56,M,545.55
WI,57,M,564.50
WI,58,M,583.45
WI,59,M,602.40
WI,60,M,621.34
WI,61,M,640.29
WI,62,M,659.24
WI,63,M,678.19
WI,64,M,697.14
WV,18,F,190.57
WV,19,F,196.94
WV,20,F,203.31
WV,21,F,209.68
WV,22,F,216.05
WV,23,F,222.42
WV,24,F,228.79
WV,25,F,235.16
WV,26,F,237.03
WV,27,F,238.91
WV,28,F,240.78
WV,29,F,242.65
WV,30,F,244.52
WV,31,F,246.40
WV,32,F,248.27
WV,33,F,250.14
WV,34,F,252.02
WV,35,F,253.89
WV,36,F,259.58
WV,37,F,265.27
WV,38,F,270.96
WV,39,F,276.65
WV,40,F,282.34
WV,41,F,288.02
WV,42,F,293.71
WV,43,F,299.40
WV,44,F,305.09
WV,45,F,310.78
WV,46,F,322.39
WV,47,F,334.00
WV,48,F,345.62
WV,49,F,357.23
WV,50,F,368.84
WV,51,F,380.45
WV,52,F,392.06
WV,53,F,403.68
WV,54,F,415.29
WV,55,F,426.90
WV,56,F,438.28
WV,57,F,449.65
WV,58,F,461.03
WV,59,F,472.41
WV,60,F,483.78
WV,61,F,495.16
WV,62,F,506.54
WV,63,F,517.91
WV,64,F,529.29
WV,18,M,158.82
WV,19,M,158.82
WV,20,M,158.82
WV,21,M,158.82
WV,22,M,158.82
WV,23,M,158.82
WV,24,M,158.82
WV,25,M,158.82
WV,26,M,162.76
WV,27,M,166.70
WV,28,M,170.65
WV,29,M,174.59
WV,30,M,178.53
WV,31,M,182.47
WV,32,M,186.41
WV,33,M,190.36
WV,34,M,194.30
WV,35,M,198.24
WV,36,M,209.71
WV,37,M,221.17
WV,38,M,232.64
WV,39,M,244.11
WV,40,M,255.58
WV,41,M,267.04
WV,42,M,278.51
WV,43,M,289.98
WV,44,M,301.44
WV,45,M,312.91
WV,46,M,334.28
WV,47,M,355.65
WV,48,M,377.02
WV,49,M,398.39
WV,50,M,419.76
WV,51,M,441.12
WV,52,M,462.49
WV,53,M,483.86
WV,54,M,505.23
WV,55,M,526.60
WV,56,M,545.55
WV,57,M,564.50
WV,58,M,583.45
WV,59,M,602.40
WV,60,M,621.34
WV,61,M,640.29
WV,62,M,659.24
WV,63,M,678.19
WV,64,M,697.14
WY,18,F,190.57
WY,19,F,196.94
WY,20,F,203.31
WY,21,F,209.68
WY,22,F,216.05
WY,23,F,222.42
WY,24,F,228.79
WY,25,F,235.16
WY,26,F,237.03
WY,27,F,238.91
WY,28,F,240.78
WY,29,F,242.65
WY,30,F,244.52
WY,31,F,246.40
WY,32,F,248.27
WY,33,F,250.14
WY,34,F,252.02
WY,35,F,253.89
WY,36,F,259.58
WY,37,F,265.27
WY,38,F,270.96
WY,39,F,276.65
WY,40,F,282.34
WY,41,F,288.02
WY,42,F,293.71
WY,43,F,299.40
WY,44,F,305.09
WY,45,F,310.78
WY,46,F,322.39
WY,47,F,334.00
WY,48,F,345.62
WY,49,F,357.23
WY,50,F,368.84
WY,51,F,380.45
WY,52,F,392.06
WY,53,F,403.68
WY,54,F,415.29
WY,55,F,426.90
WY,56,F,438.28
WY,57,F,449.65
WY,58,F,461.03
WY,59,F,472.41
WY,60,F,483.78
WY,61,F,495.16
WY,62,F,506.54
WY,63,F,517.91
WY,64,F,529.29
WY,18,M,158.82
WY,19,M,158.82
WY,20,M,158.82
WY,21,M,158.82
WY,22,M,158.82
WY,23,M,158.82
WY,24,M,158.82
WY,25,M,158.82
WY,26,M,162.76
WY,27,M,166.70
WY,28,M,170.65
WY,29,M,174.59
WY,30,M,178.53
WY,31,M,182.47
WY,32,M,186.41
WY,33,M,190.36
WY,34,M,194.30
WY,35,M,198.24
WY,36,M,209.71
WY,37,M,221.17
WY,38,M,232.64
WY,39,M,244.11
WY,40,M,255.58
WY,41,M,267.04
WY,42,M,278.51
WY,43,M,289.98
WY,44,M,301.44
WY,45,M,312.91
WY,46,M,334.28
WY,47,M,355.65
WY,48,M,377.02
WY,49,M,398.39
WY,50,M,419.76
WY,51,M,441.12
WY,52,M,462.49
WY,53,M,483.86
WY,54,M,505.23
WY,55,M,526.60
WY,56,M,545.55
WY,57,M,564.50
WY,58,M,583.45
WY,59,M,602.40
WY,60,M,621.34
WY,61,M,640.29
WY,62,M,659.24
WY,63,M,678.19
WY,64,M,697.14